;;;;;;
"Causes de mortalité";;;;;;
;;;;;;
"par catégorie";;;;;;
"Distribution des décès en pourcent";;;;;;
;;;;;;
"Renseignements: +41 58 463 60 45, obsan@bfs.admin.ch";;;;;;
"";;;;;;
"Source: OFS – Statistique des causes de décès (CoD) et Statistique de la population et des ménages (STATPOP)";;;;;;
;;;;;;
;;;;;;
"URL:";"https://ind.obsan.admin.ch/fr/indicator/obsan/mortalite-et-causes-de-deces";;;;;
1999;"Hommes";"Appareil circulatoire";37.022436845;36.4799759173;37.5648977728;11270
1999;"Femmes";"Appareil circulatoire";44.2299295116;43.6862603804;44.7735986428;14181
1999;"Total";"Appareil respiratoire";7.56123706062;7.35396868985;7.76850543139;4726
1999;"Hommes";"Appareil respiratoire";8.29144903255;7.98166204654;8.60123601857;2524
1999;"Femmes";"Appareil respiratoire";6.86794335974;6.59109694479;7.1447897747;2202
1999;"Total";"Cirrhose du foie alcoolique";0.766363214566;0.697994671805;0.834731757326;479
1999;"Hommes";"Cirrhose du foie alcoolique";1.07420912585;0.958400150226;1.19001810147;327
1999;"Femmes";"Cirrhose du foie alcoolique";0.474081467157;0.398889656842;0.549273277473;152
1999;"Total";"Anomalies congénitales/causes de mortalité périnatales";0.665568052733;0.601821649711;0.729314455756;416
1999;"Hommes";"Anomalies congénitales/causes de mortalité périnatales";0.775270194803;0.676737685664;0.873802703942;236
1999;"Femmes";"Anomalies congénitales/causes de mortalité périnatales";0.561412263739;0.479623362059;0.643201165419;180
2000;"Total";"Autres causes";19.7351586489;19.4231937808;20.047123517;12340
2000;"Hommes";"Autres causes";17.276884108;16.8518840096;17.7018842065;5252
2000;"Femmes";"Autres causes";22.0610663264;21.6076333651;22.5144992877;7088
2000;"Total";"Accidents toutes formes";3.49123592631;3.34735750037;3.63511435224;2183
2000;"Hommes";"Accidents toutes formes";4.24356064344;4.01694385567;4.47017743122;1290
2000;"Femmes";"Accidents toutes formes";2.77942046127;2.59966634884;2.95917457369;893
2000;"Total";"Suicide";2.20381269191;2.08874033625;2.31888504758;1378
2000;"Hommes";"Suicide";3.22379025626;3.02522165708;3.42235885543;980
2000;"Femmes";"Suicide";1.23875626381;1.11780544465;1.35970708297;398
2000;"Total";"Maladies infectieuses (sans COVID-19)";1.14028915046;1.05706682137;1.22351147955;713
2000;"Hommes";"Maladies infectieuses (sans COVID-19)";1.11187868022;0.993997725921;1.22975963452;338
2000;"Femmes";"Maladies infectieuses (sans COVID-19)";1.16716984656;1.04972329962;1.2846163935;375
2000;"Total";"Autres tumeurs malignes";18.1310772774;17.8290862468;18.433068308;11337
2000;"Hommes";"Autres tumeurs malignes";21.4513635317;20.9898975884;21.912829475;6521
2000;"Femmes";"Autres tumeurs malignes";14.9895732827;14.5992240411;15.3799225243;4816
2000;"Total";"Cancer bronche et poumon";4.51317809621;4.35046007387;4.67589611855;2822
2000;"Hommes";"Cancer bronche et poumon";6.71732622784;6.43591488954;6.99873756613;2042
2000;"Femmes";"Cancer bronche et poumon";2.42771328084;2.25941311429;2.59601344738;780
2000;"Total";"Cancer sein";2.15263561924;2.03887746707;2.26639377142;1346
2000;"Hommes";"Cancer sein";0.0361854008356;0.014804254667;0.0575665470041;11
2000;"Femmes";"Cancer sein";4.15512465374;3.93690237623;4.37334693125;1335
2000;"Total";"Appareil circulatoire";39.8285568066;39.4448361305;40.2122774826;24904
2000;"Hommes";"Appareil circulatoire";36.2084279088;35.6681348781;36.7487209395;11007
2000;"Femmes";"Appareil circulatoire";43.2537582869;42.7120030935;43.7955134804;13897
2000;"Total";"Appareil respiratoire";7.39668628454;7.1915442939;7.60182827519;4625
2000;"Hommes";"Appareil respiratoire";7.95091943814;7.64678802325;8.25505085303;2417
2000;"Femmes";"Appareil respiratoire";6.87229605652;6.59565732467;7.14893478837;2208
2000;"Total";"Cirrhose du foie alcoolique";0.692489764585;0.627488706205;0.757490822966;433
2000;"Hommes";"Cirrhose du foie alcoolique";1.0131912234;0.900607074337;1.12577537245;308
2000;"Femmes";"Cirrhose du foie alcoolique";0.389056615519;0.320982417153;0.457130813885;125
2000;"Total";"Anomalies congénitales/causes de mortalité périnatales";0.714879733879;0.648843654981;0.780915812777;447
2000;"Hommes";"Anomalies congénitales/causes de mortalité périnatales";0.766472581335;0.668428720481;0.864516442188;233
2000;"Femmes";"Anomalies congénitales/causes de mortalité périnatales";0.666064925768;0.577118252493;0.755011599043;214
2001;"Total";"Autres causes";21.1602534788;20.836720744;21.4837862136;12956
2001;"Hommes";"Autres causes";17.7719010478;17.3383795823;18.2054225133;5309
2001;"Femmes";"Autres causes";24.3884547919;23.9131145545;24.8637950293;7647
2001;"Total";"Accidents toutes formes";3.48370026785;3.33845368995;3.62894684575;2133
2001;"Hommes";"Accidents toutes formes";4.18103303987;3.95404599027;4.40802008947;1249
2001;"Femmes";"Accidents toutes formes";2.81932706107;2.63610360937;3.00255051278;884
2001;"Total";"Suicide";2.17384203306;2.05833014676;2.28935391935;1331
2001;"Hommes";"Suicide";3.14330666488;2.94543129769;3.34118203208;939
2001;"Femmes";"Suicide";1.25019933025;1.12720753966;1.37319112084;392
2001;"Total";"Maladies infectieuses (sans COVID-19)";1.06160580127;0.980425762108;1.14278584043;650
2001;"Hommes";"Maladies infectieuses (sans COVID-19)";1.23857664111;1.11315032964;1.36400295259;370
2001;"Femmes";"Maladies infectieuses (sans COVID-19)";0.892999521607;0.788864656523;0.997134386692;280
2001;"Total";"Autres tumeurs malignes";18.4196772718;18.1126203414;18.7267342023;11278
2001;"Hommes";"Autres tumeurs malignes";22.0767917517;21.6064268247;22.5471566788;6595
2001;"Femmes";"Autres tumeurs malignes";14.9354169989;14.5408675469;15.3299664509;4683
2001;"Total";"Cancer bronche et poumon";4.53224015156;4.36747323699;4.69700706614;2775
2001;"Hommes";"Cancer bronche et poumon";6.86573159709;6.5789629269;7.15250026729;2051
2001;"Femmes";"Cancer bronche et poumon";2.30904162016;2.1427917001;2.47529154021;724
2001;"Total";"Cancer sein";2.18037499183;2.06469352704;2.29605645662;1335
2001;"Hommes";"Cancer sein";0.00669500887089;0;0.0159738679252;2
2001;"Femmes";"Cancer sein";4.25131557965;4.02798589155;4.47464526775;1333
2001;"Total";"Appareil circulatoire";39.4149735415;39.0278955696;39.8020515134;24133
2001;"Hommes";"Appareil circulatoire";36.0693602919;35.524785815;36.6139347688;10775
2001;"Femmes";"Appareil circulatoire";42.6024557487;42.0550840331;43.1498274642;13358
2001;"Total";"Appareil respiratoire";6.09198405958;5.90252477288;6.28144334628;3730
2001;"Hommes";"Appareil respiratoire";6.69500887089;6.41156860004;6.97844914173;2000
2001;"Femmes";"Appareil respiratoire";5.51746132993;5.26472725167;5.77019540819;1730
2001;"Total";"Cirrhose du foie alcoolique";0.792121251715;0.721902338974;0.862340164456;485
2001;"Hommes";"Cirrhose du foie alcoolique";1.19505908345;1.07182876863;1.31828939827;357
2001;"Femmes";"Cirrhose du foie alcoolique";0.408228352735;0.337648346754;0.478808358716;128
2001;"Total";"Anomalies congénitales/causes de mortalité périnatales";0.689227150977;0.623693471034;0.75476083092;422
2001;"Hommes";"Anomalies congénitales/causes de mortalité périnatales";0.75653600241;0.658270903564;0.854801101256;226
2001;"Femmes";"Anomalies congénitales/causes de mortalité périnatales";0.625099665125;0.537856509533;0.712342820718;196
2002;"Total";"Autres causes";22.2396710271;21.9117105034;22.5676315508;13737
2002;"Hommes";"Autres causes";19.3931442796;18.9436671047;19.8426214546;5765
2002;"Femmes";"Autres causes";24.8806217034;24.4072254131;25.3540179938;7972
2002;"Total";"Accidents toutes formes";3.25087423909;3.11101152346;3.39073695472;2008
2002;"Hommes";"Accidents toutes formes";3.77434655364;3.55769397655;3.99099913073;1122
2002;"Femmes";"Accidents toutes formes";2.76520707843;2.58565397308;2.94476018378;886
2002;"Total";"Suicide";2.34911280922;2.22966769767;2.46855792078;1451
2002;"Hommes";"Suicide";3.30003027551;3.09694909974;3.50311145128;981
2002;"Femmes";"Suicide";1.46687057208;1.33522529591;1.59851584825;470
2002;"Total";"Maladies infectieuses (sans COVID-19)";1.01508871908;0.936036357755;1.0941410804;627
2002;"Hommes";"Maladies infectieuses (sans COVID-19)";1.0865543109;0.968698520974;1.20441010082;323
2002;"Femmes";"Maladies infectieuses (sans COVID-19)";0.948784370026;0.842631458686;1.05493728137;304
2002;"Total";"Autres tumeurs malignes";18.0740836679;17.7706127032;18.3775546326;11164
2002;"Hommes";"Autres tumeurs malignes";21.589800518;21.1220566183;22.0575444177;6418
2002;"Femmes";"Autres tumeurs malignes";14.8122717768;14.4233004412;15.2012431124;4746
2002;"Total";"Cancer bronche et poumon";4.37605232483;4.21472685641;4.53737779324;2703
2002;"Hommes";"Cancer bronche et poumon";6.48905035826;6.20901082577;6.76908989075;1929
2002;"Femmes";"Cancer bronche et poumon";2.41565494211;2.24753246935;2.58377741486;774
2002;"Total";"Cancer sein";2.18397875923;2.06871108005;2.29924643841;1349
2002;"Hommes";"Cancer sein";0.0302755071147;0.0104977290695;0.05005328516;9
2002;"Femmes";"Cancer sein";4.18214163104;3.96294148363;4.40134177844;1340
2002;"Total";"Appareil circulatoire";38.4276648103;38.0440519513;38.8112776692;23736
2002;"Hommes";"Appareil circulatoire";35.075856965;34.5333506523;35.6183632778;10427
2002;"Femmes";"Appareil circulatoire";41.5374051996;40.9977989525;42.0770114467;13309
2002;"Total";"Appareil respiratoire";6.5762206968;6.38074388235;6.77169751125;4062
2002;"Hommes";"Appareil respiratoire";7.21229858378;6.91820903226;7.5063881353;2144
2002;"Femmes";"Appareil respiratoire";5.98608033457;5.72631236836;6.24584830078;1918
2002;"Total";"Cirrhose du foie alcoolique";0.843478823987;0.771355442569;0.915602205404;521
2002;"Hommes";"Cirrhose du foie alcoolique";1.28502707976;1.15698721899;1.41306694053;382
2002;"Femmes";"Cirrhose du foie alcoolique";0.433819169189;0.36185297484;0.505785363539;139
2002;"Total";"Anomalies congénitales/causes de mortalité périnatales";0.663774122523;0.599735448089;0.727812796957;410
2002;"Hommes";"Anomalies congénitales/causes de mortalité périnatales";0.763615568339;0.664653129071;0.862578007606;227
2002;"Femmes";"Anomalies congénitales/causes de mortalité périnatales";0.571143222746;0.488625548164;0.653660897328;183
2003;"Total";"Autres causes";23.128270176;22.7991887609;23.4573515911;14587
2003;"Hommes";"Autres causes";19.9768862473;19.5265566913;20.4272158033;6050
2003;"Femmes";"Autres causes";26.0393472625;25.564287148;26.5144073769;8537
2003;"Total";"Accidents toutes formes";3.43269383225;3.2905980961;3.5747895684;2165
2003;"Hommes";"Accidents toutes formes";3.86990259204;3.6526632203;4.08714196378;1172
2003;"Femmes";"Accidents toutes formes";3.02882415739;2.84330382413;3.21434449065;993
2003;"Total";"Suicide";2.0294910417;1.91944112843;2.13954095497;1280
2003;"Hommes";"Suicide";2.81657586264;2.63023175905;3.00291996623;853
2003;"Femmes";"Suicide";1.30242488943;1.17969149674;1.42515828213;427
2003;"Total";"Maladies infectieuses (sans COVID-19)";1.07023941652;0.989932601305;1.15054623174;675
2003;"Hommes";"Maladies infectieuses (sans COVID-19)";1.11606405811;0.997741850619;1.23438626561;338
2003;"Femmes";"Maladies infectieuses (sans COVID-19)";1.02790910477;0.918723122943;1.1370950866;337
2003;"Total";"Autres tumeurs malignes";17.8135405105;17.5149171957;18.1121638254;11235
2003;"Hommes";"Autres tumeurs malignes";21.6179626878;21.1543295328;22.0815958428;6547
2003;"Femmes";"Autres tumeurs malignes";14.2992222053;13.9202723514;14.6781720591;4688
2003;"Total";"Cancer bronche et poumon";4.43316949421;4.27252745348;4.59381153495;2796
2003;"Hommes";"Cancer bronche et poumon";6.51807825656;6.2400541645;6.79610234862;1974
2003;"Femmes";"Cancer bronche et poumon";2.50724416654;2.33799846678;2.6764898663;822
2003;"Total";"Cancer sein";2.21658474711;2.10168390167;2.33148559254;1398
2003;"Hommes";"Cancer sein";0.0198117880139;0.00396002243265;0.0356635535951;6
2003;"Femmes";"Cancer sein";4.24584413604;4.02757416324;4.46411410883;1392
2003;"Total";"Appareil circulatoire";37.8817187252;37.5031253535;38.2603120969;23892
2003;"Hommes";"Appareil circulatoire";34.9149744098;34.3780597845;35.4518890351;10574
2003;"Femmes";"Appareil circulatoire";40.6222357786;40.0905843485;41.1538872086;13318
2003;"Total";"Appareil respiratoire";6.5704772475;6.37710730136;6.76384719365;4144
2003;"Hommes";"Appareil respiratoire";7.24120851907;6.94930327455;7.53311376359;2193
2003;"Femmes";"Appareil respiratoire";5.9508921763;5.6947969192;6.2069874334;1951
2003;"Total";"Cirrhose du foie alcoolique";0.78167115903;0.712939559459;0.850402758601;493
2003;"Hommes";"Cirrhose du foie alcoolique";1.17219745749;1.05097061681;1.29342429816;355
2003;"Femmes";"Cirrhose du foie alcoolique";0.420924203142;0.350840159809;0.491008246474;138
2003;"Total";"Anomalies congénitales/causes de mortalité périnatales";0.642143649913;0.579803813859;0.704483485966;405
2003;"Hommes";"Anomalies congénitales/causes de mortalité périnatales";0.736338121182;0.640045586458;0.832630655907;223
2003;"Femmes";"Anomalies congénitales/causes de mortalité périnatales";0.555131920085;0.474701110042;0.635562730129;182
2004;"Total";"Autres causes";22.6919242273;22.3572806942;23.0265677604;13656
2004;"Hommes";"Autres causes";19.7164637301;19.2584590932;20.1744683671;5716
2004;"Femmes";"Autres causes";25.4576934176;24.9742093997;25.9411774354;7940
2004;"Total";"Accidents toutes formes";3.43303423064;3.28755945292;3.57850900837;2066
2004;"Hommes";"Accidents toutes formes";4.04953261357;3.82261504901;4.27645017813;1174
2004;"Femmes";"Accidents toutes formes";2.8599826862;2.67499110129;3.04497427112;892
2004;"Total";"Suicide";2.14689265537;2.0310877867;2.26269752403;1292
2004;"Hommes";"Suicide";2.96643786003;2.771129546;3.16174617405;860
2004;"Femmes";"Suicide";1.38510372247;1.25539069603;1.5148167489;432
2004;"Total";"Maladies infectieuses (sans COVID-19)";0.988700564972;0.909649247211;1.06775188273;595
2004;"Hommes";"Maladies infectieuses (sans COVID-19)";1.02445586561;0.90853738189;1.14037434934;297
2004;"Femmes";"Maladies infectieuses (sans COVID-19)";0.955465067812;0.847497368184;1.06343276744;298
2004;"Total";"Autres tumeurs malignes";18.6889332004;18.3774738109;19.0003925899;11247
2004;"Hommes";"Autres tumeurs malignes";22.4379979994;21.9577576197;22.918238379;6505
2004;"Femmes";"Autres tumeurs malignes";15.204078361;14.8055688279;15.6025878941;4742
2004;"Total";"Cancer bronche et poumon";4.63775340645;4.46972743845;4.80577937444;2791
2004;"Hommes";"Cancer bronche et poumon";6.67103583871;6.38379447776;6.95827719966;1934
2004;"Femmes";"Cancer bronche et poumon";2.74776363461;2.56633298014;2.92919428909;857
2004;"Total";"Cancer sein";2.30641409106;2.18648183332;2.4263463488;1388
2004;"Hommes";"Cancer sein";0.0310441171398;0.0107642852384;0.0513239490412;9
2004;"Femmes";"Cancer sein";4.42143063259;4.19327412856;4.64958713663;1379
2004;"Total";"Appareil circulatoire";37.3014290462;36.9150390277;37.6878190647;22448
2004;"Hommes";"Appareil circulatoire";34.1036873512;33.5579629892;34.6494117133;9887
2004;"Femmes";"Appareil circulatoire";40.2738144859;39.7294811212;40.8181478505;12561
2004;"Total";"Appareil respiratoire";6.39415088069;6.19868215749;6.58961960389;3848
2004;"Hommes";"Appareil respiratoire";7.13324824946;6.83695898703;7.42953751189;2068
2004;"Femmes";"Appareil respiratoire";5.70714033794;5.44967435184;5.96460632404;1780
2004;"Total";"Cirrhose du foie alcoolique";0.777666999003;0.707483358051;0.847850639955;468
2004;"Hommes";"Cirrhose du foie alcoolique";1.20382187575;1.07827864412;1.32936510739;349
2004;"Femmes";"Cirrhose du foie alcoolique";0.381544775402;0.313119927628;0.449969623175;119
2004;"Total";"Anomalies congénitales/causes de mortalité périnatales";0.633100697906;0.569729545077;0.696471850736;381
2004;"Hommes";"Anomalies congénitales/causes de mortalité périnatales";0.662274498982;0.568902159941;0.755646838023;192
2004;"Femmes";"Anomalies congénitales/causes de mortalité périnatales";0.605982878579;0.519847516912;0.692118240245;189
2005;"Total";"Autres causes";22.5770564754;22.2456027847;22.908510166;13800
2005;"Hommes";"Autres causes";19.0319105965;18.585499966;19.478321227;5654
2005;"Femmes";"Autres causes";25.9294626942;25.4448265528;26.4140988355;8146
2005;"Total";"Accidents toutes formes";3.27203717034;3.13099808103;3.41307625965;2000
2005;"Hommes";"Accidents toutes formes";3.77676046856;3.55997204075;3.99354889637;1122
2005;"Femmes";"Accidents toutes formes";2.79475426534;2.61248520402;2.97702332666;878
2005;"Total";"Suicide";2.13336823506;2.01881572941;2.24792074071;1304
2005;"Hommes";"Suicide";3.03285310354;2.83783524444;3.22787096264;901
2005;"Femmes";"Suicide";1.28278584161;1.15834302958;1.40722865364;403
2005;"Total";"Maladies infectieuses (sans COVID-19)";0.939074667888;0.862610914408;1.01553842137;574
2005;"Hommes";"Maladies infectieuses (sans COVID-19)";0.945873165477;0.835798055705;1.05594827525;281
2005;"Femmes";"Maladies infectieuses (sans COVID-19)";0.932645785587;0.826349046865;1.03894252431;293
2005;"Total";"Autres tumeurs malignes";18.3364963026;18.0297166564;18.6432759488;11208
2005;"Hommes";"Autres tumeurs malignes";22.0210044432;21.5497626841;22.4922462024;6542
2005;"Femmes";"Autres tumeurs malignes";14.8523045582;14.4590446585;15.2455644578;4666
2005;"Total";"Cancer bronche et poumon";4.75590602709;4.58717691547;4.92463513871;2907
2005;"Hommes";"Cancer bronche et poumon";6.93415914905;6.64527185349;7.22304644462;2060
2005;"Femmes";"Cancer bronche et poumon";2.69607843137;2.51696517701;2.87519168573;847
2005;"Total";"Cancer sein";2.13009619789;2.0156296595;2.24456273629;1302
2005;"Hommes";"Cancer sein";0.0269287733944;0.00826986679304;0.0455876799957;8
2005;"Femmes";"Cancer sein";4.11892029539;3.89915736175;4.33868322904;1294
2005;"Total";"Appareil circulatoire";37.399384857;37.0157872493;37.7829824647;22860
2005;"Hommes";"Appareil circulatoire";34.7381176787;34.1966540034;35.2795813541;10320
2005;"Femmes";"Appareil circulatoire";39.9159663866;39.3744031735;40.4575295996;12540
2005;"Total";"Appareil respiratoire";6.98743537727;6.78532711316;7.18954364137;4271
2005;"Hommes";"Appareil respiratoire";7.53669045375;7.23648993103;7.83689097647;2239
2005;"Femmes";"Appareil respiratoire";6.46804176216;6.19604563952;6.7400378848;2032
2005;"Total";"Cirrhose du foie alcoolique";0.788560958052;0.718439188004;0.858682728101;482
2005;"Hommes";"Cirrhose du foie alcoolique";1.16803554598;1.04585188561;1.29021920635;347
2005;"Femmes";"Cirrhose du foie alcoolique";0.429717341482;0.357381655891;0.502053027073;135
2005;"Total";"Anomalies congénitales/causes de mortalité périnatales";0.680583731431;0.615404051859;0.745763411004;416
2005;"Hommes";"Anomalies congénitales/causes de mortalité périnatales";0.787666621785;0.687137835099;0.888195408472;234
2005;"Femmes";"Anomalies congénitales/causes de mortalité périnatales";0.579322638146;0.49539695199;0.663248324302;182
2006;"Total";"Autres causes";22.2732777068;21.9411231402;22.6054322734;13427
2006;"Hommes";"Autres causes";18.8347254553;18.3863336652;19.2831172453;5502
2006;"Femmes";"Autres causes";25.5060989347;25.0213947581;25.9908031113;7925
2006;"Total";"Accidents toutes formes";3.73405437686;3.58270186102;3.8854068927;2251
2006;"Hommes";"Accidents toutes formes";4.32698890867;4.09365358683;4.56032423051;1264
2006;"Femmes";"Accidents toutes formes";3.17659553925;2.98158166133;3.37160941717;987
2006;"Total";"Suicide";2.17640130717;2.05992052146;2.29288209287;1312
2006;"Hommes";"Suicide";2.9542653704;2.76008476446;3.14844597633;863
2006;"Femmes";"Suicide";1.44507740337;1.31237490518;1.57777990155;449
2006;"Total";"Maladies infectieuses (sans COVID-19)";1.03345885241;0.952725353353;1.11419235147;623
2006;"Hommes";"Maladies infectieuses (sans COVID-19)";1.05778447213;0.94046170885;1.17510723542;309
2006;"Femmes";"Maladies infectieuses (sans COVID-19)";1.0105886518;0.89937042606;1.12180687754;314
2006;"Total";"Autres tumeurs malignes";18.9108040409;18.5981964793;19.2234116026;11400
2006;"Hommes";"Autres tumeurs malignes";22.8330822949;22.3516993252;23.3144652647;6670
2006;"Femmes";"Autres tumeurs malignes";15.2231984809;14.8237269337;15.6226700281;4730
2006;"Total";"Cancer bronche et poumon";4.86040840701;4.68874409876;5.03207271527;2930
2006;"Hommes";"Cancer bronche et poumon";6.66849240038;6.38239043253;6.95459436824;1948
2006;"Femmes";"Cancer bronche et poumon";3.16050336326;2.96596790463;3.3550388219;982
2006;"Total";"Cancer sein";2.20460162898;2.08738553188;2.32181772609;1329
2006;"Hommes";"Cancer sein";0.0205395043133;0.00410550563266;0.0369735029939;6
2006;"Femmes";"Cancer sein";4.25798976538;4.03347342187;4.48250610888;1323
2006;"Total";"Appareil circulatoire";37.1431415159;36.7574157615;37.5288672702;22391
2006;"Hommes";"Appareil circulatoire";34.6090647679;34.0634996682;35.1546298676;10110
2006;"Femmes";"Appareil circulatoire";39.525602652;38.9819526326;40.0692526714;12281
2006;"Total";"Appareil respiratoire";6.11283446411;5.92159064132;6.3040782869;3685
2006;"Hommes";"Appareil respiratoire";6.79172942626;6.50318659625;7.08027225628;1984
2006;"Femmes";"Appareil respiratoire";5.47455826977;5.22160326164;5.7275132779;1701
2006;"Total";"Cirrhose du foie alcoolique";0.836056599705;0.763369436655;0.908743762754;504
2006;"Hommes";"Cirrhose du foie alcoolique";1.18102149801;1.05712987117;1.30491312486;345
2006;"Femmes";"Cirrhose du foie alcoolique";0.511731196292;0.432389539205;0.591072853379;159
2006;"Total";"Anomalies congénitales/causes de mortalité périnatales";0.714961100144;0.647702767555;0.782219432734;431
2006;"Hommes";"Anomalies congénitales/causes de mortalité périnatales";0.722305901684;0.625192471018;0.819419332351;211
2006;"Femmes";"Anomalies congénitales/causes de mortalité périnatales";0.708055743298;0.614819425084;0.801292061511;220
2007;"Total";"Autres causes";22.1905744078;21.8610564258;22.5200923899;13556
2007;"Hommes";"Autres causes";18.7246141348;18.279752918;19.1694753517;5532
2007;"Femmes";"Autres causes";25.4366777619;24.9560606906;25.9172948332;8024
2007;"Total";"Accidents toutes formes";3.69952037192;3.54983971543;3.8492010284;2260
2007;"Hommes";"Accidents toutes formes";4.32913620363;4.09706082937;4.56121157789;1279
2007;"Femmes";"Accidents toutes formes";3.10984308131;2.91827840024;3.30140776239;981
