2014;"Femmes";"Analgésiques";2.82428298716;2.31425685209;3.33430912223;6077
2014;"Total";"Somnifères ou tranquillisants";3.29907057655;2.87686448271;3.72127667038;11442
2014;"Hommes";"Somnifères ou tranquillisants";2.20158902842;1.61214064314;2.7910374137;5348
2014;"Femmes";"Somnifères ou tranquillisants";4.35473532689;3.75051320325;4.95895745052;6094
2015;"Total";"Analgésiques";2.11090242309;1.80254337596;2.41926147022;11153
2015;"Hommes";"Analgésiques";1.60986259682;1.25677243344;1.96295276021;5268
2015;"Femmes";"Analgésiques";2.59710000406;2.0965389746;3.09766103352;5885
2015;"Total";"Somnifères ou tranquillisants";2.4800964806;2.17081392726;2.78937903394;11179
2015;"Hommes";"Somnifères ou tranquillisants";1.79827487158;1.41378211081;2.18276763235;5287
2015;"Femmes";"Somnifères ou tranquillisants";3.14355469045;2.6623858888;3.6247234921;5892
2016;"Total";"Analgésiques";1.93558458528;1.62844137239;2.24272779817;10961
2016;"Hommes";"Analgésiques";1.57701361002;1.2305745757;1.92345264435;5231
2016;"Femmes";"Analgésiques";2.28426319102;1.78178273798;2.78674364407;5730
2016;"Total";"Somnifères ou tranquillisants";3.06467273999;2.64608292699;3.483262553;10975
2016;"Hommes";"Somnifères ou tranquillisants";2.05972444029;1.51003926896;2.60940961163;5239
2016;"Femmes";"Somnifères ou tranquillisants";4.04196700224;3.41375457887;4.67017942562;5736
2018;"Total";"Somnifères ou tranquillisants";2.13719925757;1.71667688433;2.55772163081;5510
2018;"Hommes";"Somnifères ou tranquillisants";1.99707763118;1.43611551567;2.5580397467;2744
2018;"Femmes";"Somnifères ou tranquillisants";2.27303636266;1.64847697223;2.89759575308;2766
2022;"Total";"Analgésiques";0.875224461559;0.591107654992;1.15934126813;5387
2022;"Hommes";"Analgésiques";1.16107352038;0.711108247387;1.61103879337;2593
2022;"Femmes";"Analgésiques";0.596337859096;0.246793352318;0.945882365874;2794
2022;"Total";"Somnifères ou tranquillisants";2.09504963208;1.67460116885;2.5154980953;5390
2022;"Hommes";"Somnifères ou tranquillisants";1.62685831772;1.08656623348;2.16715040197;2593
2022;"Femmes";"Somnifères ou tranquillisants";2.55127726057;1.90992828388;3.19262623727;2797
2024;"Total";"Analgésiques";0.643444916487;0.416950827101;0.869939005873;6070
2024;"Hommes";"Analgésiques";0.732595940023;0.385580111733;1.07961176831;2982
2024;"Femmes";"Analgésiques";0.556043574502;0.263780167214;0.84830698179;3088
2024;"Total";"Somnifères ou tranquillisants";1.8309075296;1.44141154224;2.22040351696;6070
2024;"Hommes";"Somnifères ou tranquillisants";1.13092599966;0.705283574047;1.55656842526;2983
2024;"Femmes";"Somnifères ou tranquillisants";2.51747205531;1.87021449947;3.16472961115;3087
